id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,file_Name,policy_start,policy_end,car_age,car_age_group,car_eng_pow_group,customer_age_group,exposure
760,Toyota,1992,234.0,68.0,,2337.63,P84235,Married,task_data_2.csv,2020-08-29,2021-04-09,30.4,"[9.4, 35.4)",100-250,"[60, 70)",0.6105532625584372
761,Chevrolet,1970,170.0,27.0,,1779.56,P97819,Single,task_data_2.csv,2020-04-20,2021-08-30,52.4,"[35.4, 61.4)",100-250,"[20, 30)",1.0
762,Chevrolet,2003,416.0,33.0,3923,1589.36,P83294,Single,task_data_2.csv,2020-05-27,2021-02-09,19.4,"[9.4, 35.4)",250+,"[30, 40)",0.706380007803035
763,Ram,2011,460.0,61.0,,2098.38,P38334,Single,task_data_2.csv,2020-09-29,2021-03-06,11.4,"[9.4, 35.4)",250+,"[60, 70)",0.4325893071041842
764,Mazda,1992,484.0,93.0,,1620.29,P90762,Married,task_data_2.csv,2020-02-09,2021-04-17,30.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
765,Nissan,2008,329.0,75.0,54009CEDEX,1967.36,P68181,Married,task_data_2.csv,2019-12-26,2021-08-14,14.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
766,Ford,1986,148.0,39.0,,984.91,P04392,Single,task_data_2.csv,2020-11-29,2021-08-08,36.4,"[35.4, 61.4)",100-250,"[30, 40)",0.689952565761104
767,Mitsubishi,1987,213.0,84.0,29830000,651.89,P68455,Single,task_data_2.csv,2019-01-28,2021-02-14,35.4,"[35.4, 61.4)",100-250,"[80, 90)",1.0
768,Lexus,2001,73.0,67.0,,1426.96,P62230,Single,task_data_2.csv,2020-07-03,2021-03-02,21.4,"[9.4, 35.4)",0-100,"[60, 70)",0.6625734956912188
769,Toyota,1998,311.0,46.0,,1622.32,P19906,Single,task_data_2.csv,2020-07-08,2021-12-21,24.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
770,Nissan,1998,497.0,57.0,4635133,2084.62,P65456,Married,task_data_2.csv,2019-09-15,2022-01-06,24.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
771,Daewoo,2002,386.0,22.0,11604,2375.1,P78720,Married,task_data_2.csv,2020-10-11,2021-06-13,20.4,"[9.4, 35.4)",250+,"[20, 30)",0.6707872167121843
772,Chevrolet,2006,350.0,30.0,,2100.05,P20701,Married,task_data_2.csv,2019-11-01,2021-09-04,16.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
773,Mitsubishi,1991,218.0,95.0,,1062.15,P59470,Single,task_data_2.csv,2019-05-27,2021-10-18,31.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
774,GMC,1993,187.0,35.0,9591287,1869.79,P26237,Single,task_data_2.csv,2020-01-17,2021-06-22,29.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
775,Chevrolet,1958,199.0,49.0,,801.65,P73368,Married,task_data_2.csv,2019-12-29,2021-01-28,64.4,"[61.4, 87.4)",100-250,"[40, 50)",1.0
776,Mitsubishi,1994,334.0,64.0,,1796.93,P92264,Single,task_data_2.csv,2019-05-28,2021-01-13,28.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
777,Nissan,2008,445.0,63.0,,2112.38,P97386,Single,task_data_2.csv,2019-05-11,2021-04-27,14.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
778,Toyota,2007,317.0,32.0,,198.18,P17349,Single,task_data_2.csv,2020-01-07,2021-01-22,15.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
779,Volvo,2005,109.0,88.0,,235.33,P16041,Single,task_data_2.csv,2020-05-05,2021-09-15,17.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
780,Ford,1994,292.0,86.0,38150,1430.77,P68922,Single,task_data_2.csv,2019-05-30,2021-10-11,28.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
781,Porsche,2010,475.0,45.0,,250.8,P24600,Married,task_data_2.csv,2019-03-01,2021-07-04,12.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
782,BMW,1998,349.0,57.0,18123,2352.81,P11734,Married,task_data_2.csv,2019-11-07,2021-12-10,24.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
783,Volkswagen,2012,56.0,73.0,,0.0,P66476,Single,task_data_2.csv,2020-02-22,2021-06-25,10.4,"[9.4, 35.4)",0-100,"[70, 80)",0.0
784,GMC,1995,-1.0,-1.0,,1812.31,P82296,Single,task_data_2.csv,2019-03-14,2021-05-07,27.4,"[9.4, 35.4)",,"[20, 30)",1.0
785,Nissan,2003,411.0,72.0,17110,2314.17,P32777,Married,task_data_2.csv,2020-07-26,2022-01-17,19.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
786,Mercedes-Benz,2004,328.0,92.0,,2204.78,P95237,Single,task_data_2.csv,2019-01-02,2021-04-06,18.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
787,Volkswagen,1984,78.0,53.0,2902,2316.94,P14091,Single,task_data_2.csv,2019-08-04,2021-10-07,38.4,"[35.4, 61.4)",0-100,"[50, 60)",1.0
788,Nissan,1994,383.0,22.0,6904,1106.31,P08698,Single,task_data_2.csv,2020-02-13,2021-09-16,28.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
789,Volkswagen,2006,179.0,43.0,,0.0,P09549,Single,task_data_2.csv,2019-07-02,2021-03-28,16.4,"[9.4, 35.4)",100-250,"[40, 50)",0.0
790,Buick,2005,461.0,60.0,,2189.95,P96236,Single,task_data_2.csv,2020-11-26,2021-11-19,17.4,"[9.4, 35.4)",250+,"[60, 70)",0.9801707085018857
791,Ford,2000,416.0,29.0,10514,0.0,P08212,Single,task_data_2.csv,2019-01-03,2021-12-22,22.4,"[9.4, 35.4)",250+,"[20, 30)",0.0
792,Pontiac,1979,407.0,56.0,,928.08,P68474,Married,task_data_2.csv,2020-02-10,2021-05-03,43.4,"[35.4, 61.4)",250+,"[50, 60)",1.0
793,Aston Martin,2011,302.0,19.0,3400113,1672.17,P07505,Single,task_data_2.csv,2020-09-08,2021-12-06,11.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
794,BMW,2005,341.0,63.0,18900000,508.24,P29996,Married,task_data_2.csv,2019-05-25,2021-03-26,17.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
795,Mercedes-Benz,2008,304.0,27.0,,1157.61,P08934,Single,task_data_2.csv,2019-01-26,2021-08-14,14.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
796,Austin,1963,171.0,73.0,65400000,16.89,P33116,Married,task_data_2.csv,2019-11-24,2021-04-27,59.4,"[35.4, 61.4)",100-250,"[70, 80)",1.0
797,Toyota,2000,63.0,96.0,,422.12,P77711,Single,task_data_2.csv,2019-08-23,2021-05-15,22.4,"[9.4, 35.4)",0-100,"[90, 100)",1.0
798,Volkswagen,1987,365.0,99.0,62190,1878.67,P75760,Married,task_data_2.csv,2020-10-24,2021-01-04,35.4,"[35.4, 61.4)",250+,"[90, 100)",0.19712930450317254
799,Ford,1987,189.0,94.0,6516,131.8,P22921,Single,task_data_2.csv,2020-05-20,2022-01-09,35.4,"[35.4, 61.4)",100-250,"[90, 100)",1.0
800,Toyota,2004,207.0,50.0,,1614.72,P47052,Single,task_data_2.csv,2019-04-30,2022-01-19,18.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
801,Audi,2006,263.0,84.0,1005,781.55,P91030,Single,task_data_2.csv,2019-07-13,2021-03-20,16.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
802,Land Rover,2007,79.0,53.0,74488,1249.27,P26523,Single,task_data_2.csv,2020-07-05,2021-12-11,15.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
803,Lexus,1995,478.0,30.0,44036CEDEX1,867.77,P22727,Married,task_data_2.csv,2019-12-10,2021-04-14,27.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
804,Chevrolet,1995,183.0,52.0,,841.77,P92867,Single,task_data_2.csv,2020-05-02,2021-09-22,27.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
805,Chevrolet,1972,367.0,87.0,9202,883.28,P29653,Married,task_data_2.csv,2020-05-15,2021-08-02,50.4,"[35.4, 61.4)",250+,"[80, 90)",1.0
806,Toyota,1999,205.0,61.0,,108.3,P28742,Married,task_data_2.csv,2020-02-16,2021-01-28,23.4,"[9.4, 35.4)",100-250,"[60, 70)",0.9500537314250121
807,Ford,1993,317.0,67.0,,1504.89,P69963,Married,task_data_2.csv,2019-10-31,2021-04-13,29.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
808,Dodge,1995,475.0,26.0,,2021.79,P12104,Married,task_data_2.csv,2019-02-09,2021-08-08,27.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
809,Ford,1989,462.0,31.0,,1982.58,P19881,Married,task_data_2.csv,2020-03-31,2021-06-09,33.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
810,Isuzu,2000,315.0,27.0,36071,1672.93,P38469,Married,task_data_2.csv,2019-07-18,2021-12-11,22.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
811,Isuzu,2007,308.0,56.0,22820,1310.61,P85089,Single,task_data_2.csv,2020-06-17,2021-10-03,15.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
812,BMW,1994,420.0,16.0,2870005,936.43,P70600,Married,task_data_2.csv,2020-12-01,2021-10-25,28.4,"[9.4, 35.4)",250+,"[20, 30)",0.8980334982922306
813,Lotus,1991,144.0,69.0,,475.85,P46558,Married,task_data_2.csv,2019-01-16,2021-06-16,31.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
814,Ford,2006,83.0,56.0,249028,912.16,P88167,Married,task_data_2.csv,2019-11-08,2021-07-14,16.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
815,Chevrolet,2009,230.0,53.0,21450,295.04,P49377,Married,task_data_2.csv,2020-04-15,2022-01-21,13.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
816,Infiniti,2001,63.0,61.0,,1089.85,P19111,Single,task_data_2.csv,2020-03-09,2022-02-27,21.4,"[9.4, 35.4)",0-100,"[60, 70)",1.0
817,Porsche,1994,98.0,32.0,,2076.01,P26140,Single,task_data_2.csv,2020-07-31,2021-08-06,28.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
817,Porsche,1994,98.0,32.0,,2076.01,P26140,Single,task_data_2.csv,2020-10-28,2021-08-21,28.4,"[9.4, 35.4)",0-100,"[30, 40)",0.8131583810755868
818,Aston Martin,2012,222.0,90.0,,256.05,P67702,Married,task_data_2.csv,2019-09-12,2021-08-27,10.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
819,Audi,1994,248.0,90.0,7813223,342.21,P22839,Married,task_data_2.csv,2020-05-02,2022-01-03,28.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
820,Toyota,1998,475.0,93.0,361424,1699.87,P89335,Single,task_data_2.csv,2019-01-28,2021-04-23,24.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
821,Toyota,1997,91.0,39.0,,1616.76,P44494,Single,task_data_2.csv,2020-08-05,2022-02-24,25.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
822,Lincoln,2010,492.0,24.0,,2431.5,P77068,Married,task_data_2.csv,2019-02-14,2021-09-28,12.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
823,Audi,1990,439.0,30.0,,1833.68,P42158,Married,task_data_2.csv,2019-11-07,2021-06-09,32.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
824,Ford,2010,64.0,42.0,95109CEDEX,1390.01,P55144,Married,task_data_2.csv,2019-01-20,2021-01-31,12.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
825,Dodge,1996,379.0,61.0,,993.17,P50039,Single,task_data_2.csv,2019-02-05,2021-07-02,26.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
826,Ford,1992,466.0,44.0,64525000,2341.93,P08493,Single,task_data_2.csv,2020-07-23,2021-08-03,30.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
827,Jeep,2007,98.0,16.0,3390061,21.03,P47453,Single,task_data_2.csv,2020-01-22,2021-01-06,15.4,"[9.4, 35.4)",0-100,"[20, 30)",0.9582674524459777
828,Mitsubishi,2011,419.0,34.0,3636,1340.03,P88313,Single,task_data_2.csv,2020-05-12,2022-02-17,11.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
829,Toyota,2000,177.0,100.0,,0.0,P57699,Single,task_data_2.csv,2019-08-13,2021-08-16,22.4,"[9.4, 35.4)",100-250,"[20, 30)",0.0
830,Chevrolet,1993,107.0,70.0,,0.0,P39830,Single,task_data_2.csv,2020-09-21,2021-04-26,29.4,"[9.4, 35.4)",100-250,"[70, 80)",0.0
831,Mazda,2008,169.0,95.0,5684,958.1,P08456,Single,task_data_2.csv,2019-05-16,2021-01-20,14.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
832,Toyota,2003,194.0,80.0,601672,274.74,P30344,Single,task_data_2.csv,2019-04-19,2021-06-30,19.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
833,Mitsubishi,2012,305.0,91.0,65911CEDEX9,49.26,P69931,Married,task_data_2.csv,2020-08-27,2021-01-16,10.4,"[9.4, 35.4)",250+,"[90, 100)",0.38878279499236806
834,Mercury,1997,450.0,95.0,,1123.24,P81811,Single,task_data_2.csv,2019-04-17,2021-09-21,25.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
835,Chevrolet,2013,343.0,76.0,23206,1968.99,P78213,Married,task_data_2.csv,2019-02-18,2021-09-09,9.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
836,Mitsubishi,2011,499.0,54.0,,1611.43,P54650,Single,task_data_2.csv,2020-03-04,2022-01-10,11.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
837,Lamborghini,1988,173.0,26.0,,2225.81,P99369,Single,task_data_2.csv,2020-02-16,2021-05-22,34.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
838,BMW,1996,471.0,65.0,1160,2007.14,P90485,Single,task_data_2.csv,2020-10-16,2022-02-26,26.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
839,Toyota,1993,387.0,92.0,,1653.88,P42497,Single,task_data_2.csv,2020-05-02,2021-08-10,29.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
840,Porsche,1984,-1.0,-1.0,,2069.31,P77739,Married,task_data_2.csv,2019-10-01,2021-11-13,38.4,"[35.4, 61.4)",,"[20, 30)",1.0
841,Toyota,2003,456.0,59.0,,0.0,P93837,Single,task_data_2.csv,2019-02-05,2022-01-01,19.4,"[9.4, 35.4)",250+,"[50, 60)",0.0
842,Mitsubishi,1992,450.0,39.0,3524,1544.33,P76386,Married,task_data_2.csv,2020-06-07,2021-11-17,30.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
843,Buick,1985,197.0,38.0,,0.0,P50868,Single,task_data_2.csv,2019-12-04,2021-01-12,37.4,"[35.4, 61.4)",100-250,"[30, 40)",0.0
844,Chevrolet,1954,362.0,45.0,9265,859.35,P18143,Single,task_data_2.csv,2020-03-16,2022-01-03,68.4,"[61.4, 87.4)",250+,"[40, 50)",1.0
845,GMC,2008,385.0,51.0,,583.73,P76169,Single,task_data_2.csv,2020-09-14,2021-04-03,14.4,"[9.4, 35.4)",250+,"[50, 60)",0.55031930840469
846,Porsche,2005,323.0,98.0,,1618.61,P90744,Single,task_data_2.csv,2020-01-03,2021-01-20,17.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
847,Chevrolet,2005,354.0,30.0,,1660.1,P38415,Single,task_data_2.csv,2019-12-17,2021-09-09,17.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
848,Dodge,2002,452.0,83.0,,491.72,P81956,Single,task_data_2.csv,2020-12-21,2021-11-03,20.4,"[9.4, 35.4)",250+,"[80, 90)",0.8679165212153569
849,Pontiac,1993,360.0,88.0,11130,1483.25,P54002,Married,task_data_2.csv,2019-07-26,2021-07-29,29.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
850,Ford,1991,-1.0,-1.0,,19.73,P69797,Single,task_data_2.csv,2019-11-24,2022-02-01,31.4,"[9.4, 35.4)",,"[20, 30)",1.0
851,GMC,2003,458.0,50.0,37140000,593.64,P07877,Single,task_data_2.csv,2019-09-29,2021-08-10,19.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
852,Land Rover,2011,84.0,59.0,,14.88,P27114,Married,task_data_2.csv,2020-07-07,2021-01-12,11.4,"[9.4, 35.4)",0-100,"[50, 60)",0.517464424320828
853,Audi,2003,162.0,59.0,1413,1911.45,P92842,Married,task_data_2.csv,2019-07-02,2022-01-03,19.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
854,Nissan,2009,74.0,20.0,,456.28,P48696,Married,task_data_2.csv,2020-10-15,2021-04-03,13.4,"[9.4, 35.4)",0-100,"[20, 30)",0.4654441911880463
855,Chevrolet,2002,374.0,60.0,42671,2036.3,P77935,Married,task_data_2.csv,2019-02-07,2021-12-20,20.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
856,Chevrolet,2008,249.0,36.0,2855609,1237.56,P42890,Single,task_data_2.csv,2020-04-08,2021-07-12,14.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
857,Audi,2010,400.0,67.0,,1526.14,P34248,Married,task_data_2.csv,2019-06-10,2021-06-19,12.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
858,Plymouth,2000,239.0,92.0,,1664.09,P76705,Single,task_data_2.csv,2020-05-14,2021-05-26,22.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
859,Lamborghini,1990,342.0,32.0,,2102.18,P88637,Single,task_data_2.csv,2020-07-19,2021-03-16,32.4,"[9.4, 35.4)",250+,"[30, 40)",0.6570976816772418
860,Ford,2007,150.0,67.0,5439,1574.61,P44418,Married,task_data_2.csv,2020-08-05,2021-10-11,15.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
861,Isuzu,1999,55.0,27.0,,1407.54,P46250,Married,task_data_2.csv,2019-04-08,2021-06-29,23.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
862,Chevrolet,2002,229.0,82.0,10350,966.85,P76054,Single,task_data_2.csv,2020-01-13,2022-01-10,20.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
863,Kia,2012,408.0,73.0,,1805.67,P00119,Married,task_data_2.csv,2019-04-17,2021-12-10,10.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
864,Mercedes-Benz,1992,108.0,31.0,,1332.05,P42777,Married,task_data_2.csv,2019-06-14,2021-01-07,30.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
865,Pontiac,1994,142.0,54.0,2615009,1134.6,P59262,Single,task_data_2.csv,2019-06-14,2021-11-07,28.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
866,Volkswagen,1989,475.0,23.0,,0.0,P60842,Single,task_data_2.csv,2020-07-21,2021-05-08,33.4,"[9.4, 35.4)",250+,"[20, 30)",0.0
867,Eagle,1996,379.0,39.0,,2089.18,P15906,Single,task_data_2.csv,2019-10-17,2021-12-28,26.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
868,Mercury,2009,465.0,32.0,,136.16,P27623,Single,task_data_2.csv,2020-03-13,2021-01-10,13.4,"[9.4, 35.4)",250+,"[30, 40)",0.8295858231175178
869,Toyota,2007,435.0,63.0,43543,1312.39,P63936,Married,task_data_2.csv,2020-09-23,2021-05-17,15.4,"[9.4, 35.4)",250+,"[60, 70)",0.6461460536492878
870,GMC,1995,493.0,65.0,,788.99,P54228,Single,task_data_2.csv,2019-10-21,2021-10-23,27.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
871,Volkswagen,2012,435.0,64.0,13334,1770.56,P57855,Single,task_data_2.csv,2019-09-02,2021-03-06,10.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
871,Volkswagen,2012,435.0,64.0,13334,1770.56,P57855,Single,task_data_2.csv,2020-08-22,2022-01-22,10.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
872,Hyundai,2002,215.0,22.0,,804.85,P96179,Married,task_data_2.csv,2019-12-07,2021-07-06,20.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
873,Toyota,2009,495.0,41.0,205018,594.86,P29277,Single,task_data_2.csv,2020-01-19,2022-01-10,13.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
874,Isuzu,2001,191.0,83.0,,1138.53,P99398,Single,task_data_2.csv,2019-12-02,2021-05-19,21.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
875,Lexus,1999,136.0,94.0,12020,191.32,P79219,Single,task_data_2.csv,2019-10-25,2021-08-14,23.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
876,Mercedes-Benz,1993,87.0,64.0,35244,2094.88,P52630,Single,task_data_2.csv,2020-01-26,2021-01-29,29.4,"[9.4, 35.4)",0-100,"[60, 70)",1.0
877,Dodge,1992,400.0,26.0,52438,2209.13,P97936,Single,task_data_2.csv,2020-08-23,2021-06-23,30.4,"[9.4, 35.4)",250+,"[20, 30)",0.8323237301245063
878,Chevrolet,1996,231.0,50.0,9225,0.0,P43322,Single,task_data_2.csv,2019-06-14,2021-05-13,26.4,"[9.4, 35.4)",100-250,"[50, 60)",0.0
879,Pontiac,1998,455.0,33.0,2900005,875.14,P95926,Single,task_data_2.csv,2019-05-03,2021-06-20,24.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
880,Saab,1992,371.0,16.0,161140,1770.43,P69081,Single,task_data_2.csv,2019-05-07,2021-07-28,30.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
881,Lincoln,1993,409.0,91.0,33204,417.12,P08463,Married,task_data_2.csv,2020-08-16,2021-04-09,29.4,"[9.4, 35.4)",250+,"[90, 100)",0.6461460536492878
882,Nissan,1994,106.0,70.0,3501,56.24,P48407,Married,task_data_2.csv,2019-05-14,2021-11-09,28.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
883,Pontiac,1994,364.0,28.0,59940,170.87,P95493,Married,task_data_2.csv,2019-05-25,2021-08-16,28.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
884,GMC,1995,245.0,71.0,,1240.89,P30233,Married,task_data_2.csv,2020-07-13,2022-02-12,27.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
885,Suzuki,2009,187.0,72.0,7000046,2312.44,P47961,Married,task_data_2.csv,2019-02-23,2021-10-21,13.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
886,Pontiac,2001,146.0,72.0,55573,1890.23,P67080,Single,task_data_2.csv,2020-08-04,2021-07-12,21.4,"[9.4, 35.4)",100-250,"[70, 80)",0.9363641963900696
887,Oldsmobile,1999,262.0,41.0,,452.8,P72360,Single,task_data_2.csv,2019-07-24,2021-02-15,23.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
888,Mercury,1985,59.0,23.0,,463.42,P67572,Single,task_data_2.csv,2019-03-20,2021-05-15,37.4,"[35.4, 61.4)",0-100,"[20, 30)",1.0
889,Mazda,2009,383.0,66.0,,1408.15,P77165,Married,task_data_2.csv,2020-12-01,2021-01-29,13.4,"[9.4, 35.4)",250+,"[60, 70)",0.16153651341232195
890,Nissan,2008,395.0,85.0,,705.0,P03364,Single,task_data_2.csv,2019-06-12,2021-10-17,14.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
891,Dodge,2006,308.0,94.0,6401,2356.64,P92342,Single,task_data_2.csv,2019-09-07,2021-10-06,16.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
892,Chevrolet,1993,252.0,52.0,,2240.75,P81788,Married,task_data_2.csv,2020-01-07,2021-01-14,29.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
893,Ford,1997,447.0,97.0,29136,1542.5,P58915,Married,task_data_2.csv,2020-06-08,2021-09-04,25.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
894,Lincoln,2001,113.0,78.0,29732,1875.49,P34096,Married,task_data_2.csv,2019-09-23,2021-02-14,21.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
895,Pontiac,2002,426.0,63.0,,126.27,P31960,Single,task_data_2.csv,2020-11-24,2021-06-21,20.4,"[9.4, 35.4)",250+,"[60, 70)",0.572222564460598
896,Bentley,2010,479.0,57.0,,1862.8,P19269,Married,task_data_2.csv,2020-12-22,2021-10-17,12.4,"[9.4, 35.4)",250+,"[50, 60)",0.8186341950895638
897,Ford,2010,307.0,62.0,,0.0,P76486,Single,task_data_2.csv,2019-10-07,2021-10-11,12.4,"[9.4, 35.4)",250+,"[60, 70)",0.0
898,Mercury,2007,56.0,79.0,,2090.68,P74287,Married,task_data_2.csv,2020-09-20,2021-09-03,15.4,"[9.4, 35.4)",0-100,"[70, 80)",0.9527916384320007
899,Ford,2010,160.0,52.0,,0.0,P32060,Single,task_data_2.csv,2020-06-13,2021-09-17,12.4,"[9.4, 35.4)",100-250,"[50, 60)",0.0
900,GMC,2000,463.0,86.0,,50.25,P35826,Single,task_data_2.csv,2019-06-29,2021-07-08,22.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
901,Toyota,2005,75.0,68.0,8204,1869.69,P32250,Single,task_data_2.csv,2019-12-18,2022-02-28,17.4,"[9.4, 35.4)",0-100,"[60, 70)",1.0
902,Pontiac,2005,167.0,91.0,,437.09,P00448,Single,task_data_2.csv,2019-04-17,2021-12-24,17.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
903,Chevrolet,1997,201.0,17.0,,933.54,P32663,Single,task_data_2.csv,2020-10-19,2021-11-10,25.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
904,Toyota,2003,234.0,38.0,94474CEDEX,1683.01,P49086,Single,task_data_2.csv,2019-03-22,2021-01-04,19.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
905,Mitsubishi,1987,271.0,87.0,75309,713.17,P38794,Single,task_data_2.csv,2019-07-08,2021-09-12,35.4,"[35.4, 61.4)",250+,"[80, 90)",1.0
906,GMC,1995,347.0,45.0,,2280.83,P42351,Married,task_data_2.csv,2019-08-15,2022-02-05,27.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
907,GMC,1993,330.0,59.0,,1215.3,P04587,Married,task_data_2.csv,2019-08-02,2021-07-11,29.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
908,Nissan,1997,120.0,73.0,,2079.94,P37253,Single,task_data_2.csv,2019-11-09,2021-12-19,25.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
909,Mercury,2007,318.0,64.0,66224,1576.86,P41965,Single,task_data_2.csv,2020-04-16,2021-11-05,15.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
910,Chevrolet,2006,93.0,90.0,,387.55,P61695,Single,task_data_2.csv,2019-05-24,2021-11-13,16.4,"[9.4, 35.4)",0-100,"[90, 100)",1.0
911,Jeep,2010,323.0,94.0,,432.2,P94330,Single,task_data_2.csv,2020-01-29,2021-11-21,12.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
912,GMC,1994,55.0,83.0,,842.39,P35367,Married,task_data_2.csv,2020-01-21,2021-11-09,28.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
913,Aston Martin,2011,383.0,16.0,,879.06,P99414,Married,task_data_2.csv,2019-04-02,2021-04-12,11.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
914,Honda,2012,491.0,57.0,36120,290.65,P80281,Single,task_data_2.csv,2019-09-28,2021-04-27,10.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
915,BMW,2002,116.0,29.0,,1707.14,P81977,Single,task_data_2.csv,2019-06-23,2021-08-25,20.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
